Num,target,statement,classification,rationale
73,Pro,Jaitley said the fiscal deficit has been proposed at  3.2 per cent of the GDP for 2017-18 and will be further brought down to 3 per cent in the subsequent year.,Pro,"A minister presents government's fiscal targets, implying sound economic planning and management."
74,Pro,"Moreover, Jaitley said the quality of fiscal deficit too has improved during NDA regime as it is not on account of compressing expendititure but due to additional resource mobilisation.",Pro,"Positively assesses the government's fiscal management, claiming an 'improved' quality of the fiscal deficit."
75,Pro,"As regards to the inflation, Jaitley said it is at  3.6 per cent as against the target of 4 per cent (+/- 2 per cent) given to the RBI and the current account deficit has been brought down to  0.3 per cent from a high of  4.5 per cent during UPA regime.",Pro,Highlights positive economic indicators under the current government and contrasts them unfavorably with the previous government's record.
76,Pro,"Jaitley said the demonetisation, coupled with the implementation of GST, will make India a single market instead of 30 different markets in the states, facilitaing free flow goods and services throughout the country.",Pro,"Presents government policies (demonetisation, GST) as having a positive, transformative effect on the economy."
77,Pro,"Answering questions as to why the RBI has not yet come out with the amount of scrapped notes deposited with the banks, Jaitley said they were computing and will not hurriedly give the numbers as it concerns their reputation.",Pro,"A minister defends a governmental institution's (RBI) actions and timeline, providing a rationale for its approach."
78,Pro,"Jaitley further said the collection figures with regard to income tax, excise tax and realisation of VAT by states, with the exception of two states, have gone up post demonetisation.",Pro,Cites positive data (increased tax collection) as a direct positive outcome of a government policy.
79,Pro,"Responding to criticism of government on demonetisation by Trinmool Congress MP Saugata Roy, Jaitley said cash is root cause of many problems including the chit fund fraud which was witnessed in West Bengal.",Pro,"Defends a government policy by linking its target (cash) to problems in an opposition-ruled state, thereby deflecting criticism."
80,Pro,Jaitley said the practice of presenting separate Railway budget was started by the Britishers in 1924 as its size was more than the General Budget and rail was the major mode of transport.,Neutral,"Provides a neutral, historical explanation for a past practice that the current government has changed."
81,Pro,(File Photo)Finance Minister Arun Jaitley today said the currency is in surplus and the ministry is monitoring status of ATMs on a daily basis to sort out operational issues.,Pro,Aims to reassure the public by stating that a problem is under control and being actively managed by the government.
82,Pro,"In a statement to the media, Jaitley said, Political parties have not been granted any exemption or privilege, post demonetisation and introduction of Taxation Amendment Act, 2016.",Pro,Defends the government policy against charges of favoritism by asserting that political parties receive no special treatment.
83,Pro,"Jaitley categorically said there is no question of sparing anyone, and the political class is no exception.",Pro,"Projects an image of a strong, impartial government that does not spare anyone, including the political class."
84,Pro,"Political parties enjoy no immunity whatsoever, said Jaitley, adding that If there is any discrepancy in the books or records of political parties, they are as liable to be questioned by the Income Tax authorities as is anyone else.",Pro,Reinforces the message of impartiality and rule of law under the current government.
85,Pro,"If there is no debate, nobody from the opposition is going to be allowed to speak, Jaitley said.",Pro,"A minister states a condition related to parliamentary debate, likely in the context of framing the opposition's conduct."
86,Pro,"PTI PhotoAddressing party MPs at the BJPs Parliamentary party meeting, Finance Minister Arun Jaitley said that the Prime Minister has created a new normal of white transactions with the demonetisation move and that this would lead to a jump in public spending in welfare activities.",Pro,Uses laudatory language ('new normal') to praise the Prime Minister's policy and predicts positive outcomes.
87,Pro,"Terming the decision historic, Jaitley said : what was normal from last 70 years that this much in cash and this much in cheque but now the Prime Minister has created a new normalToday every honest citizen feels that a premium has been given for his honesty.",Pro,Explicitly praises a government decision as 'historic' and beneficial to 'honest citizens'.
88,Pro,"In the long term, this landmark step will increase the size of official economy and reduce the shadow economy, Jaitley said.",Pro,Labels a government policy a 'landmark step' and predicts positive long-term economic effects.
